timestamp,open,high,low,close,volume,date,prev_close,gap,abs_gap,filled,fill_time,gap_size_bin,gap_direction,max_move_gap_direction_first_30min_pct,time_to_fill_minutes,reversal_after_fill,exit_time,move_before_reversal_fill_direction_pct,day_of_week,time_of_low,time_of_high,low_after_median,high_before_median
2015-07-31 04:00:00,112.43,112.49,111.72,111.95,22081731.0,2015-07-31,112.08,0.3122769450392653,0.3122769450392653,True,2015-07-31 09:40:00-04:00,0.15-0.35%,up,0.0535331905781478,10.0,False,2015-07-31 16:00:00-04:00,,Friday,11:11:00,12:59:00,False,True
2015-08-05 04:00:00,112.01,113.0,111.88,112.25,28989897.0,2015-08-05,111.39,0.5566029266541023,0.5566029266541023,False,,0.5-1%,up,0.6284226591255846,,,,,Wednesday,10:20:00,15:30:00,False,False
2015-08-07 04:00:00,110.18,110.57,109.4,110.31,30006846.0,2015-08-07,110.45,-0.2444545043005849,0.2444545043005849,True,2015-08-07 09:57:00-04:00,0.15-0.35%,down,0.3033046627433299,27.0,True,2015-08-07 10:28:00-04:00,0.1086464463558083,Friday,15:39:00,13:59:00,True,True
2015-08-10 04:00:00,111.01,111.81,111.0,111.57,21500780.0,2015-08-10,110.31,0.6345752878252224,0.6345752878252224,False,,0.5-1%,up,0.5711177590426937,,,,,Monday,11:05:00,13:50:00,False,True
2015-08-11 04:00:00,110.98,111.4101,109.53,110.14,36040770.0,2015-08-11,111.57,-0.5288159899614495,0.5288159899614495,False,,0.5-1%,down,0.242000537778982,,,,,Tuesday,15:57:00,11:00:00,True,True
2015-08-12 04:00:00,109.38,110.735,108.22,110.52,41888960.0,2015-08-12,110.14,-0.6900308698020747,0.6900308698020747,True,2015-08-12 13:50:00-04:00,0.5-1%,down,0.6672416923914982,260.0,False,2015-08-12 16:00:00-04:00,,Wednesday,14:54:00,13:07:00,True,True
2015-08-14 04:00:00,110.08,110.67,109.86,110.51,17924931.0,2015-08-14,110.34,-0.2356353090447753,0.2356353090447753,True,2015-08-14 09:51:00-04:00,0.15-0.35%,down,0.1359434475258215,21.0,True,2015-08-14 11:15:00-04:00,0.1268805510241078,Friday,15:17:00,14:02:00,True,True
2015-08-17 04:00:00,110.24,111.46,109.96,111.43,21224913.0,2015-08-17,110.51,-0.2443217808343228,0.2443217808343228,True,2015-08-17 10:16:00-04:00,0.15-0.35%,down,0.25337073568003,46.0,False,2015-08-17 16:00:00-04:00,,Monday,13:33:00,15:15:00,False,False
2015-08-19 04:00:00,110.52,111.105,109.49,110.13,42511384.0,2015-08-19,110.86,-0.3066931264658158,0.3066931264658158,True,2015-08-19 14:10:00-04:00,0.15-0.35%,down,0.5592639364964733,280.0,False,2015-08-19 16:00:00-04:00,,Wednesday,15:51:00,12:31:00,True,True
2015-08-20 04:00:00,109.11,109.46,107.07,107.08,57483222.0,2015-08-20,110.13,-0.926178153091797,0.926178153091797,False,,0.5-1%,down,0.2360846272586989,,,,,Thursday,15:19:00,12:46:00,True,True
2015-08-21 04:00:00,105.57,106.47,102.4,102.4,97730820.0,2015-08-21,107.08,-1.4101606275681782,1.4101606275681782,False,,1-1.5%,down,0.4669406051550242,,,,,Friday,15:40:00,09:36:00,True,True
2015-08-24 04:00:00,94.23,102.53,84.74,98.46,149958255.0,2015-08-24,102.4,-7.978515625000002,7.978515625000002,True,2015-08-24 12:24:00-04:00,1.5%+,down,9.267578125000009,174.0,False,2015-08-24 16:00:00-04:00,,Monday,13:30:00,15:59:00,False,False
2015-08-25 04:00:00,102.07,102.74,98.01,98.09,75088278.0,2015-08-25,98.46,3.666463538492789,3.666463538492789,True,2015-08-25 15:50:00-04:00,1.5%+,up,0.1828153564899521,380.0,False,2015-08-25 16:00:00-04:00,,Tuesday,13:43:00,13:28:00,False,True
2015-08-26 04:00:00,100.96,103.23,98.93,103.03,103757317.0,2015-08-26,98.09,2.9258843918849937,2.9258843918849937,False,,1.5%+,up,0.4587623610969547,,,,,Wednesday,15:40:00,13:33:00,True,True
2015-08-27 04:00:00,104.52,105.71,103.2799,105.64,68909690.0,2015-08-27,103.03,1.446180724060948,1.446180724060948,False,,1-1.5%,up,0.514413277686112,,,,,Thursday,12:07:00,15:14:00,False,False
2015-08-28 04:00:00,105.08,106.0,104.85,105.62,49667628.0,2015-08-28,105.64,-0.530102234002274,0.530102234002274,True,2015-08-28 09:35:00-04:00,0.5-1%,down,0.0709958349110212,5.0,True,2015-08-28 10:06:00-04:00,0.0094661113214739,Friday,11:10:00,15:34:00,False,False
2015-08-31 04:00:00,105.03,105.61,104.05,104.31,39548180.0,2015-08-31,105.62,-0.5586063245597457,0.5586063245597457,False,,0.5-1%,down,0.4260556712743825,,,,,Monday,14:05:00,15:42:00,True,False
2015-09-01 04:00:00,101.71,103.29,100.63,101.05,73116738.0,2015-09-01,104.31,-2.492570223372647,2.492570223372647,False,,1.5%+,down,0.0287604256542871,,,,,Tuesday,12:59:00,14:37:00,False,False
2015-09-02 04:00:00,102.88,103.92,101.7,103.9,43963563.0,2015-09-02,101.05,1.81098466105888,1.81098466105888,False,,1.5%+,up,0.0098960910440426,,,,,Wednesday,12:23:00,13:29:00,False,True
2015-09-03 04:00:00,104.31,105.02,103.1,103.39,45131794.0,2015-09-03,103.9,0.3946102021174172,0.3946102021174172,True,2015-09-03 13:05:00-04:00,0.35-0.5%,up,0.4042348411934568,215.0,False,2015-09-03 16:00:00-04:00,,Thursday,13:33:00,12:34:00,False,True
2015-09-04 04:00:00,101.97,102.845,101.59,102.16,49379643.0,2015-09-04,103.39,-1.3734403714092287,1.3734403714092287,False,,1-1.5%,down,0.0483605764580686,,,,,Friday,12:53:00,14:32:00,False,False
2015-09-08 04:00:00,104.12,105.165,103.69,105.04,37312527.0,2015-09-08,102.16,1.9185591229444088,1.9185591229444088,False,,1.5%+,up,0.6949882537196493,,,,,Tuesday,16:00:00,13:50:00,True,True
2015-09-09 04:00:00,106.28,106.31,103.59,103.86,47146743.0,2015-09-09,105.04,1.1805026656511757,1.1805026656511757,True,2015-09-09 13:50:00-04:00,1-1.5%,up,0.0285605483625296,260.0,False,2015-09-09 16:00:00-04:00,,Wednesday,15:41:00,09:40:00,True,True
2015-09-11 04:00:00,104.51,105.57,104.21,105.57,29106088.0,2015-09-11,104.99,-0.4571863987046288,0.4571863987046288,True,2015-09-11 12:03:00-04:00,0.35-0.5%,down,0.2857414991904099,153.0,False,2015-09-11 16:00:00-04:00,,Friday,14:00:00,15:58:00,True,False
2015-09-14 04:00:00,105.96,105.98,104.85,105.25,19718804.0,2015-09-14,105.57,0.3694231315714697,0.3694231315714697,True,2015-09-14 09:35:00-04:00,0.35-0.5%,up,0.0189447759780337,5.0,False,2015-09-14 16:00:00-04:00,,Monday,15:46:00,10:11:00,True,True
2015-09-15 04:00:00,105.5,106.82,105.11,106.49,30020216.0,2015-09-15,105.25,0.2375296912114014,0.2375296912114014,True,2015-09-15 09:35:00-04:00,0.15-0.35%,up,0.0855106888361077,5.0,True,2015-09-15 10:18:00-04:00,0.1330166270783853,Tuesday,10:09:00,14:46:00,False,False
2015-09-18 04:00:00,105.23,106.6,105.17,105.35,48383995.0,2015-09-18,107.13,-1.77354615887239,1.77354615887239,False,,1.5%+,down,0.0093344534677542,,,,,Friday,13:21:00,09:43:00,False,True
2015-09-21 04:00:00,105.93,106.55,104.73,105.68,35272624.0,2015-09-21,105.35,0.5505457997152469,0.5505457997152469,True,2015-09-21 12:06:00-04:00,0.5-1%,up,0.2467963929757863,156.0,False,2015-09-21 16:00:00-04:00,,Monday,13:41:00,14:51:00,False,False
2015-09-22 04:00:00,104.06,104.4225,103.13,104.1,46859338.0,2015-09-22,105.68,-1.5329295987888003,1.5329295987888003,False,,1.5%+,down,0.1608629825889493,,,,,Tuesday,15:45:00,09:38:00,True,True
2015-09-23 04:00:00,104.38,104.66,103.64,104.18,21775134.0,2015-09-23,104.1,0.2689721421709905,0.2689721421709905,True,2015-09-23 09:39:00-04:00,0.15-0.35%,up,0.0192122958693662,9.0,True,2015-09-23 10:29:00-04:00,0.3121998078770304,Wednesday,15:54:00,11:22:00,True,True
2015-09-24 04:00:00,103.17,104.19,102.27,103.8,38284331.0,2015-09-24,104.18,-0.969475907083898,0.969475907083898,True,2015-09-24 14:56:00-04:00,0.5-1%,down,0.5087348819351134,326.0,False,2015-09-24 16:00:00-04:00,,Thursday,15:05:00,09:31:00,True,True
2015-09-25 04:00:00,104.91,105.01,102.28,102.92,44200006.0,2015-09-25,103.8,1.0693641618497105,1.0693641618497105,True,2015-09-25 14:17:00-04:00,1-1.5%,up,0.0963391136801623,287.0,False,2015-09-25 16:00:00-04:00,,Friday,14:33:00,09:50:00,True,True
2015-09-28 04:00:00,102.48,102.55,99.69,99.99,44077490.0,2015-09-28,102.92,-0.4275165176836355,0.4275165176836355,False,,0.35-0.5%,down,0.961912164788194,,,,,Monday,16:00:00,13:09:00,True,True
2015-09-29 04:00:00,100.24,101.26,98.75,99.47,49315527.0,2015-09-29,99.99,0.25002500250025,0.25002500250025,True,2015-09-29 09:33:00-04:00,0.15-0.35%,up,0.440044004400452,3.0,True,2015-09-29 09:58:00-04:00,0.4700470047004689,Tuesday,13:50:00,14:30:00,False,False
2015-09-30 04:00:00,100.89,101.87,100.5,101.76,41411432.0,2015-09-30,99.47,1.42756610033176,1.42756610033176,False,,1-1.5%,up,0.5755504172112246,,,,,Wednesday,09:49:00,14:37:00,False,False
2015-10-01 04:00:00,101.94,102.23,100.59,102.22,38339134.0,2015-10-01,101.76,0.1768867924528229,0.1768867924528229,True,2015-10-01 09:33:00-04:00,0.15-0.35%,up,0.1179245283018912,3.0,True,2015-10-01 15:50:00-04:00,1.1497641509433978,Thursday,14:01:00,09:30:00,True,True
2015-10-02 04:00:00,100.8,104.01,100.48,104.01,59370859.0,2015-10-02,102.22,-1.389160633926826,1.389160633926826,True,2015-10-02 12:13:00-04:00,1-1.5%,down,0.3130502837018129,163.0,False,2015-10-02 16:00:00-04:00,,Friday,13:51:00,12:01:00,False,True
2015-10-05 04:00:00,104.78,105.78,104.55,105.5,32853533.0,2015-10-05,104.01,0.740313431400823,0.740313431400823,False,,0.5-1%,up,0.1346024420728781,,,,,Monday,09:40:00,15:12:00,False,False
2015-10-06 04:00:00,105.25,105.6,104.18,105.0,33051534.0,2015-10-06,105.5,-0.2369668246445497,0.2369668246445497,True,2015-10-06 09:34:00-04:00,0.15-0.35%,down,0.1800947867298556,4.0,True,2015-10-06 10:16:00-04:00,0.0947867298578145,Tuesday,15:59:00,13:59:00,True,True
2015-10-07 04:00:00,105.66,105.86,104.29,105.63,37389334.0,2015-10-07,105.0,0.6285714285714253,0.6285714285714253,True,2015-10-07 10:48:00-04:00,0.5-1%,up,0.1619047619047635,78.0,False,2015-10-07 16:00:00-04:00,,Wednesday,15:30:00,14:03:00,True,True
2015-10-08 04:00:00,105.23,106.23,104.21,106.05,50188873.0,2015-10-08,105.63,-0.3786802991574283,0.3786802991574283,True,2015-10-08 14:41:00-04:00,0.35-0.5%,down,0.3502792767206329,311.0,False,2015-10-08 16:00:00-04:00,,Thursday,15:15:00,12:22:00,True,True
2015-10-12 04:00:00,106.73,106.9899,106.35,106.79,16161955.0,2015-10-12,106.53,0.1877405425701707,0.1877405425701707,True,2015-10-12 09:35:00-04:00,0.15-0.35%,up,0.1314183797991181,5.0,True,2015-10-12 09:45:00-04:00,0.1314183797991181,Monday,14:24:00,15:44:00,True,False
2015-10-13 04:00:00,106.18,107.26,106.0,106.1,26999613.0,2015-10-13,106.79,-0.5712145331959916,0.5712145331959916,True,2015-10-13 10:10:00-04:00,0.5-1%,down,0.0936417267534493,40.0,True,2015-10-13 15:35:00-04:00,0.4401161157411732,Tuesday,12:58:00,15:08:00,False,False
2015-10-15 04:00:00,106.32,107.675,106.18,107.67,38393838.0,2015-10-15,105.93,0.3681676578872711,0.3681676578872711,False,,0.35-0.5%,up,0.5286509959407177,,,,,Thursday,15:56:00,14:52:00,True,False
2015-10-16 04:00:00,107.9,108.18,107.3794,108.12,27066100.0,2015-10-16,107.67,0.213615677533207,0.213615677533207,True,2015-10-16 09:34:00-04:00,0.15-0.35%,up,0.0278629144608536,4.0,True,2015-10-16 10:47:00-04:00,0.1114516578434146,Friday,14:26:00,15:19:00,True,False
2015-10-20 04:00:00,108.545,108.78,107.81,108.18,23404616.0,2015-10-20,108.74,-0.1793268346514559,0.1793268346514559,True,2015-10-20 10:10:00-04:00,0.15-0.35%,down,0.2528968180982212,40.0,True,2015-10-20 11:11:00-04:00,0.0367849917233826,Tuesday,15:12:00,14:21:00,True,False
2015-10-21 04:00:00,108.73,108.84,107.48,107.52,30195241.0,2015-10-21,108.18,0.5084119060824525,0.5084119060824525,True,2015-10-21 10:07:00-04:00,0.5-1%,up,0.1016823812164905,37.0,False,2015-10-21 16:00:00-04:00,,Wednesday,14:26:00,13:45:00,True,True
2015-10-22 04:00:00,108.48,109.8,108.171,109.71,42778702.0,2015-10-22,107.52,0.8928571428571502,0.8928571428571502,False,,0.5-1%,up,0.5301339285714223,,,,,Thursday,09:41:00,15:13:00,False,False
2015-10-23 04:00:00,112.66,113.24,112.07,112.78,52770910.0,2015-10-23,109.71,2.6889071187676628,2.6889071187676628,False,,1.5%+,up,0.1640689089417617,,,,,Friday,09:43:00,11:24:00,False,True
2015-10-27 04:00:00,112.55,113.24,112.52,113.08,31345510.0,2015-10-27,112.85,-0.2658396101019027,0.2658396101019027,True,2015-10-27 09:39:00-04:00,0.15-0.35%,down,0.0265839610101915,9.0,False,2015-10-27 16:00:00-04:00,,Tuesday,10:27:00,15:06:00,False,False
2015-10-28 04:00:00,113.25,114.02,112.34,114.02,42221867.0,2015-10-28,113.08,0.150336045277681,0.150336045277681,True,2015-10-28 09:32:00-04:00,0.15-0.35%,up,0.0795896710293627,2.0,True,2015-10-28 11:11:00-04:00,0.309515387336394,Wednesday,14:19:00,10:14:00,True,True
2015-10-29 04:00:00,113.5,114.03,113.38,113.84,24913340.0,2015-10-29,114.02,-0.4560603402911735,0.4560603402911735,True,2015-10-29 15:42:00-04:00,0.35-0.5%,down,0.1052446939133525,372.0,False,2015-10-29 16:00:00-04:00,,Thursday,11:37:00,15:47:00,False,False
2015-11-02 05:00:00,113.63,114.745,113.39,114.61,22001916.0,2015-11-02,113.33,0.2647136680490577,0.2647136680490577,False,,0.15-0.35%,up,0.202947145504283,,,,,Monday,14:35:00,15:29:00,True,False
2015-11-03 05:00:00,114.38,115.42,114.21,115.01,20418387.0,2015-11-03,114.61,-0.20068056888579,0.20068056888579,True,2015-11-03 10:19:00-05:00,0.15-0.35%,down,0.1483291161329741,49.0,False,2015-11-03 16:00:00-05:00,,Tuesday,13:12:00,15:35:00,False,False
2015-11-04 05:00:00,115.39,115.47,114.54,115.02,28633048.0,2015-11-04,115.01,0.3304060516476788,0.3304060516476788,True,2015-11-04 09:50:00-05:00,0.15-0.35%,up,0.0695591687679317,20.0,False,2015-11-04 16:00:00-05:00,,Wednesday,16:00:00,13:57:00,True,True
2015-11-06 05:00:00,114.49,114.92,113.76,114.79,29872401.0,2015-11-06,114.71,-0.191787987097898,0.191787987097898,True,2015-11-06 09:35:00-05:00,0.15-0.35%,down,0.2789643448696654,5.0,True,2015-11-06 09:50:00-05:00,0.1394821724348451,Friday,15:06:00,13:33:00,True,True
2015-11-09 05:00:00,114.36,114.51,112.865,113.57,33479755.0,2015-11-09,114.79,-0.3745970903388856,0.3745970903388856,False,,0.35-0.5%,down,0.2352121264918512,,,,,Monday,15:30:00,09:58:00,True,True
2015-11-10 05:00:00,112.97,113.39,112.63,113.28,35452127.0,2015-11-10,113.57,-0.5283085321827897,0.5283085321827897,False,,0.5-1%,down,0.2553491238883438,,,,,Tuesday,15:22:00,11:37:00,True,True
2015-11-11 05:00:00,113.59,114.14,112.95,113.14,22748808.0,2015-11-11,113.28,0.2736581920903975,0.2736581920903975,True,2015-11-11 09:40:00-05:00,0.15-0.35%,up,0.0176553672316349,10.0,True,2015-11-11 12:10:00-05:00,0.2913135593220324,Wednesday,15:52:00,13:15:00,True,True
2015-11-12 05:00:00,112.65,113.23,111.96,112.04,31196876.0,2015-11-12,113.14,-0.4330917447410242,0.4330917447410242,True,2015-11-12 10:59:00-05:00,0.35-0.5%,down,0.1856107477461622,89.0,True,2015-11-12 14:50:00-05:00,0.0795474633197838,Thursday,14:44:00,16:00:00,True,False
2015-11-13 05:00:00,111.57,111.69,109.78,109.84,52734036.0,2015-11-13,112.04,-0.4194930382006543,0.4194930382006543,False,,0.35-0.5%,down,0.3570153516601138,,,,,Friday,15:38:00,10:07:00,True,True
2015-11-17 05:00:00,111.61,112.29,111.2099,111.49,30579457.0,2015-11-17,111.42,0.1705259378926563,0.1705259378926563,True,2015-11-17 09:37:00-05:00,0.15-0.35%,up,0.0709028899658889,7.0,True,2015-11-17 10:00:00-05:00,0.0807754442649465,Tuesday,14:51:00,15:56:00,True,False
2015-11-18 05:00:00,111.94,113.74,111.83,113.63,32966463.0,2015-11-18,111.49,0.4036236433760901,0.4036236433760901,False,,0.35-0.5%,up,0.3318683289981205,,,,,Wednesday,11:11:00,15:09:00,False,False
2015-11-20 05:00:00,114.24,114.57,114.14,114.48,22727591.0,2015-11-20,113.71,0.4660979685164023,0.4660979685164023,False,,0.35-0.5%,up,0.2110632310263029,,,,,Friday,09:36:00,15:19:00,False,False
2015-11-24 05:00:00,113.42,114.32,112.8377,114.05,26374412.0,2015-11-24,114.15,-0.6395094174332053,0.6395094174332053,True,2015-11-24 13:33:00-05:00,0.5-1%,down,0.0350416119141535,243.0,False,2015-11-24 16:00:00-05:00,,Tuesday,15:35:00,15:06:00,True,False
2015-11-27 05:00:00,114.395,114.541,113.92,114.31,8827991.0,2015-11-27,114.15,0.2146298729741483,0.2146298729741483,True,2015-11-27 09:48:00-05:00,0.15-0.35%,up,0.039421813403418,18.0,True,2015-11-27 11:25:00-05:00,0.2014892685063548,Friday,15:03:00,13:02:00,True,True
2015-11-30 05:00:00,114.6,114.65,113.65,114.02,25041649.0,2015-11-30,114.31,0.2536960895809571,0.2536960895809571,True,2015-11-30 09:50:00-05:00,0.15-0.35%,up,0.0437407051001761,20.0,False,2015-11-30 16:00:00-05:00,,Monday,15:19:00,13:26:00,True,True
2015-12-01 05:00:00,114.475,115.16,114.34,115.16,28639345.0,2015-12-01,114.02,0.3990527977547783,0.3990527977547783,False,,0.35-0.5%,up,0.4604455358709048,,,,,Tuesday,14:35:00,14:59:00,True,False
